text,label,exp1_pred,exp1_conf,exp3_pred,exp3_conf
VP Binay rejects proposed 14 percent VAT | https://t.co/09Ph4Ug91u,0,0,0.9929236,0,1.0
#PiliPinasDebates2016,0,0,0.7254808,0,0.614
. @bernardokath at LP Miting De Avance at QC Memorial Circle MAR ROXAS NATION #RoxasRobredo #MasMaramiTayo https://t.co/L4szXyv9td,0,0,0.992969,0,1.0
RT @viceryllefever: AmGirl tawag ni Binay kay Grace Poe. Tawagin mo syang Ita!,1,1,0.83106565,1,0.9946
Grace Poe: Mar Roxas partly to blame for MRT woes https://t.co/WPLHP8k3n6 | via GMA News,0,0,0.991899,0,0.9995
WOW Naghahanap ng kakampi si Binay hahahahaha https://t.co/dnjJP1VVMn,1,1,0.99025625,1,0.504
what a disgrace https://t.co/FPchowGfMV,1,1,0.99575883,1,0.992
"Lastly, SC orders CA to proceed with resolution of Junjun Binay petition vs earlier Ombudsman suspension @PhilippineStar",0,0,0.9896315,0,0.9937
"Go #MarRoxas #RoxasNa! Atleast, you are on the 2nd place. #MarWithAPlan #RoxasRobredo #MarLeni2016... https://t.co/uCLwExvwVu",0,1,0.9964372,0,0.999
Tanga lang magpapauto sa commercial ni binay,1,1,0.996349,1,0.9927
Lacierda pinalagan ang pahayag ni VP Binay kaugnay sa pangunguna nito bilang top spender sa TV ads | via @enajsancho,0,0,0.9922059,0,0.9985
"When miriam was asked to choose a president if she does not win, she said Duterte or Roxas.",0,0,0.99245536,0,0.9995
"""Kay tayo naghihirap, corrupt si Binay.""

Mula sa isang GRADE7 student. Hahaha! ??",0,1,0.99134994,1,0.9785
You can never put a good man down #RoxasRobredo #RoxasWantedPresident https://t.co/j69eXgVC3l,0,0,0.99324906,0,1.0
#TVPatrol is Mar Roxas'?  How come? A feature news this long in #primetime should be very expensive.,0,1,0.99126375,0,0.779
Corruption questions annoy Binay - Read: https://t.co/W4lwsoTZ1P #BeFullyInformed https://t.co/0RDbP2n4r1,0,1,0.970426,0,0.999
BAKIT SI MAR https://t.co/xJJiRuDDJh #PHVoteDuterte #PHVoteRoxas #PHVotePoe #PHVoteSantiago,0,1,0.97767365,0,0.973
"I will vote for VP BInay bcos he is not a son of Roxas, Aquino, Marcos or Poe. He is a son of the people.

BINAY IS COMING
#OnlyB1NAYBelieve",0,1,0.85438555,0,0.579
@ellabiscocho yung selfie namin ni binay asan na ? Hahahaha ????,0,1,0.99229217,0,0.991
Nilamon ni Mar Roxas https://t.co/LiMCz4YwYw,0,0,0.9523712,0,0.9937
#Election2016,0,0,0.64961064,1,0.5425
"Para kay Binay, pera pera lang yan! Sariling bansa ibebenta magkapera lang sya! https://t.co/jQPZcVnlnc https://t.co/5q9UPjB9WT",1,1,0.99665546,1,0.96
Tangina yung nognog ad ni Binay. Owning it talaga haha go to hell.,1,1,0.9962463,1,0.9995
Court defers Binay hearing https://t.co/A8FWQGSAws #Manila #News #Asia,0,0,0.7194249,0,0.9995
pero nakooooo!!!! matapos lang talaga ang may 9 pag may mga di pdin makamove-on na mga bashers about sa mar roxas thingy na yan. ewn ko nlng,0,0,0.9401062,0,0.961
BINAY AN MO KO KAG GGU KA,1,1,0.9792739,1,0.986
Si Binay ngayon pa umepal tungkol sa APEC kung kailan tapos na. Lol.,1,0,0.85589546,1,0.9946
"RT @kimolarde_: Kapag si Mar Roxas ang nanalong presidente, hayahay si Korina. Havaianas na daw ipapamigay nyang tsinelas. Hahahahahahahaha…",1,1,0.99594265,1,0.941
"Akala ko si mar roxas yung lalabas sa resibo ng boto ko eh, buti nlng hindi????",0,1,0.9842622,0,0.9023
@inahbocsquared We actually don't care sino kunin ni Mar Roxas kasi kay Duterte kami sa pagka Pangulo. Maraming celebrities support Duterte.,0,0,0.991388,0,0.9976
Binay and Mar ?? pati na comelec binili https://t.co/aPRs68Qyc3,1,1,0.96691906,0,0.6504
"#TheTruthCaster #AbductionsINC Binay criticized de Lima for the ""unwarranted statements"" for asserting to the public that the case is not ..",0,1,0.99608326,0,0.9624
Si VP Binay lang ang tinututukan ang kahirapan kumpara sa ibang puro pangungurakot lang ang iniintindi #OnlyBinayMayMagagawa,1,1,0.99633384,0,0.5127
"Ombudsman Morales - Do not vote for Binay, not for Duterte. #2016PHVote https://t.co/fWImOXxMZn",0,0,0.9926065,0,0.9917
MAR ROXAS: I DON’T NEED OFW VOTE https://t.co/usxIxfeNrd,0,1,0.9109519,1,0.7104
"@Kurdt_MNL Hello, he works for Binay kaya. But I don't take that against him. Hahahaha! @casa_fuego @ixrated",0,1,0.78604716,0,0.9985
Tinawag ni mama na nurse si Poe dahil sa outfit niya. Very wrong Mama HAHAHAHAHAH #PiliPinasDebates2016,0,1,0.9964953,1,0.783
"""@MiriamLines: .@Kuya_duterte Sabihan mo 'yang si Pareng Binay na 'wag magvivideo kung madilim. Mahirap na ??"" ??????????????",0,0,0.99091923,0,0.9756
@bertominaj nang dahil kay binay mga senior citizen buhay señorito at señorita,0,1,0.9944159,0,0.9746
#Election2016,1,0,0.64961064,1,0.5415
@AKOSiDUTERTE Wag nyo na ring iboti si lito lapid kase masha shade din ang name ni mar roxas.. may dayaan talaga. https://t.co/DFdtSYAVRP,1,1,0.9964413,1,0.954
Binay trains gun on Poe https://t.co/zbEXR0SzEz,0,1,0.9876972,0,0.9985
Desperadong desperado si binay manalo e. Pati mga pinanglait sa kanya ginamit na sa kampanya. ??,1,1,0.9962908,1,0.999
"Duh poe, binay, mar puro kayo salita ???? #DuterteRoadToMalacanang",1,1,0.995365,1,0.9946
pwede bang si mar roxas nalang ipalit kay glenn para sya nalang kainin ng walkers wala namang utak yan!,1,1,0.996476,1,0.9976
@eloiserodrix Isipin mo na baka manalo si Binay as President. yan di ka na makakatulog.,1,1,0.9956655,0,0.564
Ayaw pa pala magconcede ni Binay.. :D,1,0,0.9076962,0,0.9336
Mar Roxas: “I know deciding whom to vote for will not be easy for you. Maybe you have chosen other candidates... https://t.co/txKqTpnhYE,0,1,0.99565953,0,0.9995
@alramaypaquibot yan si binay hahaha,0,0,0.8531686,0,0.999
"Hwag masyadong mawili kay Alma Moreno, malay natin strategy rin pala ito katulad ng kay Nancy Binay noon, mukhang mang mang para kaawaan.",0,0,0.9920048,0,0.9937
"“Personally, I’ll be with him until the end,” Isabela Gov. Faustino Dy said as he endorses LP prexy bet Mar Roxas. https://t.co/Ua9hrqeLTD",0,0,0.99185634,0,1.0
"totoo pala talaga yung kahit duterte yung binto mo, kay roxas nag cacount yung vote ????",1,1,0.95197225,0,0.9917
Yan si binay hahaha,0,0,0.5902744,0,0.9463
Is Jejomar Binay driving a taxi in Indonesia?: A look-alike of Vice President Jejomar Binay was found driving ... https://t.co/qVxD5xznij,0,0,0.99304765,0,0.9937
"After all this time and after everything that happened, it's not about who is Duterte, who is Mar, Poe, Binay.. It's all about who God is.",0,0,0.99037766,0,0.999
HOY MAR ROXAS DI KA NGA NANALO PAGKA VICE PRESIDENT DATI NGAYON PA KAYA SA PRESIDENTE #DuterteTillTheEnd  #AyawSaDILAW,1,1,0.99652535,1,0.9995
Sana po si Grace Poe or Mar Roxas na lang wag lang siya. #PHVote,0,0,0.92228794,0,0.9478
Atleast di nanalo si Mar roxas diba? He he #AyawNAsaDilaw,1,1,0.9949055,1,0.9927
#MarRoxas huwag kng manloko mar! Hindi mo nagawa eh DILG ka.. Bat di mo sinabihan si digong or ang mga pulis?? https://t.co/iOkBXUbt4a,1,1,0.9905821,1,0.9893
"Mar be like... ""Ako ang mananalo, si Mar Roxas ang mananalo.""
PCOS be like... ""Im a Pcos and my president is Mar"" eh kengene. ??",0,1,0.99539846,1,0.973
"Not voting at all is worst than voting for Alma, Pacquio, or Binay. So shut up nalang.",1,1,0.98894626,1,0.9243
"@tomas_md not in the next 6 years if Mar wins though. Mas may chance kay Binay, Poe, Digong. Ugh!! We are si behind. @MeilouSirena",0,0,0.7128639,1,0.5396
VP Binay challenges Ombudsman’s recommendation to file graft raps | https://t.co/Du5iWUjBCy,0,0,0.9916306,0,1.0
FTW ANG PAG GANAP NI BINAY DIYAN. HAHAHAHAHA.  https://t.co/lR9qaMGdSl,0,1,0.66672444,1,0.7534
"BBM's wife is an Araneta, a family of Mar Roxas which is under the Aquino admin ??",0,1,0.6957068,0,0.9614
"*sa pageant*
""Ano sa tingin mo ang best asset mo sa patimpalak na ito?""
Binay: Siguro po ung pagiging nognog, pandak at laki sa hirap ko po.",0,0,0.92679566,0,0.9883
Smh Mar Roxas taking the biggest L for publicly asking help from Grace Poe .. You made yourself look weak https://t.co/7vauS4PhSm,1,1,0.9962069,1,0.9795
"@winnie_s_flores Disente, matapat, totoo. Di pumapatay, di nagnanakaw, di bastos, di sinungaling. Yan ang lider. Mar Roxas lang.",0,1,0.99656063,0,0.921
"#WantedPresident interviews so far

Binay: ""Ha?"" &amp; Hindi diretso sumagot
Roxas: Animated na pagkumpas. Malayo ang sagot.

Duterte, ikaw ba?",0,1,0.9658865,0,0.9644
Nag chat si binay!!,0,0,0.99066436,0,0.9927
"Etong si Binay nakakatuwa talaga ?? Pag sa debate di makasagot kay Duterte pero pag wala na sa debate, ang lakas makahamon ng away. FUNNY ??",1,1,0.9884016,1,0.975
"RT @thetypicalRT: Daming ads ni Binay, di naman namin iboboto. Hahahahahahahaha",1,1,0.9771582,0,0.891
@ajheib @yssabinay @Pattressyyaa oo nga eh hahaha daya yan si binay,1,1,0.9965528,1,0.9814
DUTERTE: BEAST MODE ??????,1,1,0.7869392,1,0.973
angat prin sa ratings ikaw desperadong desperado na.hahaha nkakatawa ka,1,1,0.99637115,1,0.998
"Mars, Bungis, Kap, Pndak, Negneg, Laki sa hirap. Nasayo na ang lahat.Ikaw ang tunay na anak ni Binay ?? @MissJoohann https://t.co/HD8k4nQYPZ",1,1,0.9966808,1,0.7554
VP Binay: What created fear is the intensity of allegations,0,0,0.9580083,0,0.9956
TSK TSK DAANG MATUWID BA YAN DESPERADONG ROXAS GIVE UP NA. DI KA MANANALO #DayaangDILAW #OnlyB1NAYPresidente VOTED BINAY PLS COUNT,1,1,0.9965791,1,0.998
"""Who are you voting for this coming elections?"" - Mar Roxas :)",0,0,0.66275334,0,0.993
Watch what Mar Roxas has in store got our people! #RoxasRobredo https://t.co/8S9WMUKsV7,0,0,0.8086343,0,1.0
Pera mo? Wow.,1,0,0.9794724,1,0.9023
"Desperate move from the president. Grabe Pilipinas! Sadly, siniraan na nila si Poe at Binay. Magkakakilala na sila. Di na yan aatras! Hello!",1,1,0.9958759,1,0.9966
Mar roxas! I smell something fishy!  #HalalanResults,1,1,0.909375,1,0.9883
Take binay who says he comes from poverty. Are we going to tell the next poor person you're just going to use post to enrich yourself.,0,1,0.9804788,1,0.532
"RT @mnanicas: ***Guest speaker si Binay

Introduction: Good evening Ladies and gentlemen, our guest speaker is...

Nognog
Pandak
Laki Sa Hi…",1,1,0.9965223,0,0.552
Seriously? 2nd na DAW si Mar Roxas? ????.. Tatanggapin kong si Grace Poe ang 2nd at kahit 4/5 si Mar pero 2nd? Baka bukas 1st nayan? ????????????,1,1,0.9960224,1,0.8325
Can't they not let our 44 heroes rest in peace? https://t.co/Z5ULRezcFV,0,1,0.994642,0,0.806
Hello Mar Roxas ! Asan na yung Silent Majority? ?? asan na yung undecided na sayo daw? #DayaangDILAW,1,1,0.9967398,1,0.9937
@JayLewTillo @isaacatthis vote for Binay,0,1,0.9931785,0,0.996
Bakit si Binay tangina? Bakit si Binay tangina? BAKIT SI BINAY TANGINAAAAAA?,1,1,0.9924034,1,0.9976
Akala ko ang itatanong ni Binay: Umuwi recently sa bansa si Rosemarie Sonora. Nagkita ba kayo? #rejected #question #PiliPinasDebates2016,0,1,0.98549706,0,0.844
"So sad, dapat kasi Duterte- Poe- Santiago ??",0,0,0.97298074,0,0.9854
"What-evz... Still... Poe is Inexperienced, Roxas is Incompetent (also a corrupt) and Binay is 101 % Corrupt! Deym!? Maliwanag naman diba?!",1,1,0.993848,1,0.9956
#OnlyBinayWinner Only B1NAY,0,0,0.9928964,0,0.9946
VP Binay para sa pagbabago at masimulan ang kaginhawaan! #OnlyBinayPriority4Ps,0,0,0.99302095,0,1.0
Binay: kunsintidor na tito,1,0,0.6384307,0,0.9595
"Sorry Duterte, kay Miriam na ako. ??

#election2016 #aktiboto",0,0,0.9411204,0,0.9917
RT @inquirerdotnet: Investors wary of a Binay win–EIU https://t.co/o6P3l1rYpE | @InquirerBiz #VotePH2016 https://t.co/solo2p27ZB,1,0,0.99298817,0,0.9995
Poe rejects Mar's call. Toinks @MARoxas,1,1,0.87920856,1,0.9194
Putang ina mo binay!! Ampapanhet ng commercial mo hayop ka,1,1,0.99587244,1,0.9995
Guv: LP is not behind Binay boos | https://t.co/Kt5uuEX6H8 #Cebu #Sinulog2016,0,0,0.9921936,0,0.9966
"RT raffytima: Ombudsman Conchita Carpio-Morales comes out swinging vs alleged threat from Binay camp, says she is not afraid. Details later…",0,1,0.9966162,0,0.9995
tricky pol ads of cagey binay,1,1,0.9915742,0,0.9033
"Mga kandidatong pasok sa opisyal na balota:
For president:
1. BINAY, Jejomar C (UNA)
2. DEFENSOR-SANTIAGO, Miriam... https://t.co/4Kjv2ilR6q",0,0,0.992125,0,1.0
Pambansang cockroach ng pilipinas: BINAY????????,1,1,0.9952922,1,0.98
sobrang wtf ng pr team ni mar roxas,1,1,0.9949404,1,0.973
150. Ayoko kay Binay!!! Magnanakaw!,1,1,0.95351887,1,0.9966
"Wag iboto si Binay, lagi ng pinagmalaki na pandak eh. Maraming nasasaktan. ????",1,1,0.9928094,0,0.9023
"""So blanko parin ung presidente niyo?""
""kay Poe nalang""
""ayaw niyo kay Miriam?""
""gusto namin kaso mas malapit na kalaban si Poe kay Duterte""",0,1,0.99613,0,0.752
Karen not having any of Binay's shit,1,1,0.6240746,1,0.9883
"RT @PSYClaudiaB: Roxas, Binay, PNoy at Romualdez ano ng nagawa nyo para ibangon ang pag asa ng Yolanda Survivors! #Daluyong #ShowtimePBBSaL…",0,0,0.99328434,0,0.924
#Honasan says he was at the Sinulog festival celebration in Cebu last Sunday and he did not hear people booing VP Binay.,0,0,0.99216014,0,0.996
"BETA | #NEWSROOM5: HALLOWEEN MEMES TUNGKOL KAY VP BINAY, NAGKALAT ONLINE

For more videos visit us at... https://t.co/HzK8uZD5nX",0,0,0.99038285,0,0.9956
2015/9/18 01:13 PHT,0,0,0.99231476,0,1.0
"RT @AlbieCardenas: Contrary to most fears, Binay will not be doling out favors. Magiging busy yan kakaganti at kakakurakot.  https://t.co/v…",1,1,0.9958397,1,0.9727
RT @williammmmmcruz: Binay na pala ako https://t.co/h4xqLdIlQs,0,1,0.982713,0,0.9976
@florencepiad yuck Binay!!,1,1,0.9749951,1,0.9985
"Alamat ka talaga binay ???? may sukli yung 22,500 na voucher incash pa ibibigay yung 12k ?????? whoooo #BinayForPresident ????",0,1,0.9962835,0,0.8545
Mar Roxas' desperation to convince Grace Poe to withdraw from running for Presidency is another low. https://t.co/8eERfaeDUp,0,1,0.99275476,1,0.951
"Duterte votes went to Roxas?...See, even the VCMachines rejected him!",0,1,0.99546814,0,0.6206
"Ombudsman upholds criminal charges vs VP Binay, son https://t.co/l5m8Bmolim",0,0,0.9920208,0,1.0
"Nognog, pandak, laki sa hirap, pero maraming nagawa di katulad ng iba. Yan si binay! Jeske hahahaha. ??",1,1,0.99323034,1,0.9907
UST: Binay has no record of a degree in the University https://t.co/Li16B9O7ev #Duterte #DuterteCayetano https://t.co/dWL76E2ET3,0,0,0.9930825,0,1.0
Ang yabang ni mar roxas,1,1,0.9771413,1,0.9736
@lalalaBAJER kala ko nasa mcdo pa kayo. Pumunta pa ako dun. Hahaha. Mala Binay na balat ko. Hahahaha,1,1,0.8895322,0,0.9355
#pHvote,0,0,0.98335916,1,0.6724
RT @phil2N: Wala to kumpara kay justin binay https://t.co/r6j1cLAYHF,0,0,0.99286,0,0.9956
"@leahnavarro @OrasNaRoxasNa @ANCALERTS @jeffcanoy when one longs for power, you can't do anything about that. Kahit ano gagawin. Yan si Poe.",0,1,0.98770684,0,0.6436
RT @kikay_QT: HINDI NA AKO NAGUGULAT DAHIL BINABASTOS NAMAN TALAGA NI BINAY ANG BATAS!!! https://t.co/m4BlC0OLRK,1,1,0.99509615,1,0.998
NO TO BINAY!!!  #ALDUBPerformsTogether,0,1,0.8726326,1,0.6816
@marieltpadilla ilove u but i am for MAR ROXAS.,0,0,0.9875607,0,0.998
ahh yung eksenang nilait ni binay ang mga teachers na walang alam. #NogNogHambog,1,1,0.9962464,1,0.9976
"Kainis ung ad ni Binay, taena nognog, pandak, laki sa hirap. Nilalait mo ba sarili mo friend?",1,1,0.99596703,1,0.999
Puta nababadtrip ako sa commercial ni binay.,1,1,0.99631065,1,0.999
"So It Begins...The ""Tall Tales &amp; Yellow Journalism"" Versus Mar Roxas!https://t.co/uOHkmOsQW3 https://t.co/k02jTvlH8P",0,0,0.96621275,0,0.987
Pangatlo na si Roxas ?????? pero wag pakampante #Halalan2016,0,1,0.780409,0,0.737
"RT @gmanews: SC says Junjun Binay’s petition already moot, should be dismissed https://t.co/lpYCSHRNAn https://t.co/DAW4FLMFIB",0,0,0.991952,0,1.0
"Isa kila grace at mar ay mag gigive way just to defeat duterte, desperate ah.",1,1,0.9961661,1,0.995
buti pa si binay hahahaha,0,0,0.5371867,0,0.999
"@dawende tells Binay on BUB: It's participatory governance, and not a money making, corruption undertaking. @manila_bulletin",0,0,0.9148712,0,0.9995
"Mga tiga tondo bukas daw nasa moriones si Noynoy,Lim at Mar roxas! Alam nyo na gagawin hahaha. Walang pupuntaaaa!!!! ??????",0,0,0.9919934,1,0.551
Nung si tado niloko ka nagalit ka. Eh dba nagpapasaya lang naman sya tulad ng sinasbi mo nung niloko mo sina binay at soho?,0,1,0.9950818,1,0.9023
#OnlyBinayParehoTayo,1,0,0.9806173,0,0.904
Former Binay aide denies being bagman of VP’s dummy firm https://t.co/YJYaGaQTgS | via INQUIRER,0,0,0.9902194,0,0.9985
"""gusto kong malaman nyo't patunayan d pinabayaan ni Mar ang Samar at Leyte"" #RoxasRobredo 

https://t.co/yNvpFjsUyl https://t.co/rNhdF5BO8Q",0,0,0.99262637,0,1.0
SC asked to oust Binay as BSP president https://t.co/vxTuKueeoF,0,0,0.9925653,0,0.9995
"Mar Roxas lang.  Required na nmn,  umattend,  at pumasok ng maaga.  -_-",1,1,0.9952988,1,0.9253
"""Nognog din ang ating iboto"" di exact yan pero bat ganun yung commercial ni binay? ??",1,1,0.9690016,1,0.9233
"DESPERADO KA NA TALAGA, ROXAS! NAG-PRESSCON KA PA DAHIL KAY DUTERTE ?? #NoToRoxas",1,1,0.99633527,1,0.9995
Naiinis na ko sa advertise ni binay. Sino daw bang pandak? tumatama sakin eh. ??,1,1,0.99440974,1,0.9976
puro si binay nakikita sa newsfeed ko eh ????,0,1,0.8026122,0,0.987
"#TVPatrol Roxas, Binay at Poe, bukas sa kanilang health condition #Halalan2016 https://t.co/zBsPJOW8YT",0,0,0.99277675,0,1.0
?8 METRO... https://t.co/4Z6RRX2TC7,0,1,0.9948678,0,0.95
Mar Roxas with LAMBAT SIBAT volunteers  https://t.co/d076wX15cD,0,1,0.99399453,0,0.998
RT @aldrincredible: Tatakbo na pala si Duterte sa pagka-presidente. Sana firm na siya sa desisyon niya. Hirap! Duterte or Santiago?,0,0,0.99341935,0,0.998
"Kung si PNoy minion, si binay kokey naman daw! Di waw",1,1,0.9953519,1,0.9985
Mar Roxas giniit na hindi dapat magpadalus-dalos sa pagtugon sa isyu ng tanim-bala sa NAIA. #aksyonsaumaga https://t.co/hQMQ37GDGd,0,1,0.9959805,0,1.0
"@faye2117 this time to both Binay and Duterte. BTW, I'm scared of a Binay Presidency. Also, I'm not going to promote Duterte to you.",1,1,0.99021226,1,0.9487
LP standard bearer Mar Roxas on Comelec rift: They are mature people. they can solve it on their own  @PhilippineStar @PhilstarNews,0,0,0.9907404,0,0.9995
Shet. Ginagamit ni #Binay ang class card against #Du30. It's super effective!,1,1,0.9898365,0,0.957
sa mga points nila I think only Binay is the one who wants to improve living for the poor #gobinay #onlybinay,0,0,0.69473815,0,0.9995
Freakin mar roxas on the move ?? #Election2016,1,1,0.8110066,1,0.9966
"RT RatsadaBalitaIZ: Ilagan: He (Binay) is ground warrior, lagi syang laman ng kalye kaya napanatili nya ang pagiging no. 1 iamalexsantos | …",0,0,0.99327445,0,0.9985
Di pa rin maungas sa mga servey sa mga presidentiables next year si mar roxas at si sen grace poe pati si vp binay ang naglalaban sa survey.,0,1,0.99460286,0,0.999
Ngayon ko lang napanuod yung commercial ni Binay. Haha. Shit.,1,1,0.9878709,1,0.998
no classes bcoz of nognog binay,1,1,0.9753362,1,0.9766
Happy birthday Binay! Sana makuha mo yung cake na bagay sayo. Siguro... devil's food cake? :),1,0,0.5155104,1,0.852
"PNoy: Kung walang corrupt, walang mahirap.
Binay: Kung walang mahirap, walang corrupt.
NoyBi Thesis: Walang corrupt iff walang mahirap.",0,1,0.996403,0,0.9683
TANGINA MO BINAY! Panira ka ng mood NOGNOG KA TALAGA,1,1,0.99602795,1,0.9995
OPagibigBAILONA SaHH2016,1,1,0.9818719,1,0.9897
HAHAHAHA. Natatawa talaga ako sa campaign ad ni Binay. Yung NOGNOG kasi nagdala. ??????????,1,1,0.9907541,1,0.9224
"""I am PCOS Machine and my President is ROXAS and Vice President is LENI ROBREDO."" #DayaangMatuwid#DayaanMOVES",1,1,0.99551624,1,0.9663
Email na guys! ??,0,1,0.94314194,0,0.8877
#PHVote Mar Roxas,0,0,0.93641293,0,0.7627
"Cayetano accuses Malacañang, Roxas, Poe of conspiracy vs Duterte https://t.co/7967DQ5gXc  | @NCorralesINQ #VotePH2016",0,0,0.99249035,0,0.9985
Luh. Ang bobo pala talaga neto ni Mar Roxas,1,1,0.9961743,1,0.997
Umay na umay na ako sa mga commercial ni binay,1,1,0.99559516,1,0.958
binay wer's ur son? heyyy,1,0,0.7548429,1,0.9766
@MarRoxasPH  MAR ROXAS KINILIG AKO NUNG NAKITA KO NA SECOND KA &lt;3 MAY TIWALA PARIN SAYO ANG MGA PILIPINO,0,1,0.6505326,0,0.7803
"RT @mchreyesss: Just because you're a Solid fan of DJ, doesn't mean that you have to vote Mar Roxas. ??I'm not against any politician but PL…",0,1,0.99603975,0,0.9883
"Imbestigasyon sa mga katiwalian ni VP Binay, tinapos na ng senado: Paghanting sa mga 'dummy' nito, nagpapatuloy #RHBreaktime",0,0,0.993232,0,0.999
"LET THE PEOPLE DECIDE Ayg pag-apil2 Pnoy ug Mar Roxas kay di mo people, Animals mo. gets? chos hahahaha",0,1,0.9958412,1,0.9697
"Pareho na kayo ni Binay ng depensa. ""Paulit-ulit na lang; may mga naninira etc"". Fact remains there are questions you both need to address.",0,1,0.9937616,0,0.8516
